Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
ENSMMUG00000054295					
ENSMMUG00000034697	U6	ENSG00000207332	RNU6-146P	100.00	1
ENSMMUG00000034697	U6	ENSG00000252155	RNU6-941P	0.00	0
ENSMMUG00000002984	PDXDC1	ENSG00000179889	PDXDC1	100.00	1
ENSMMUG00000033970	mml-mir-937				
ENSMMUG00000051112	PDRG1	ENSG00000088356	PDRG1	100.00	1
ENSMMUG00000056008					
ENSMMUG00000027796	SNORA70	ENSG00000207244	SNORA70	100.00	1
ENSMMUG00000017304	PALB2	ENSG00000083093	PALB2	100.00	1
ENSMMUG00000053828					
ENSMMUG00000036210	U7	ENSG00000238777	RNU7-141P	100.00	1
ENSMMUG00000011821	PITPNM1	ENSG00000110697	PITPNM1	100.00	1
ENSMMUG00000005844	PRPF4	ENSG00000136875	PRPF4	100.00	1
ENSMMUG00000054958	Metazoa_SRP	ENSG00000278100	Metazoa_SRP	0.00	0
ENSMMUG00000019174	NNAT	ENSG00000053438	NNAT	100.00	1
ENSMMUG00000056607					
ENSMMUG00000023646	BNIP3L	ENSG00000104765	BNIP3L	100.00	1
ENSMMUG00000064518					
ENSMMUG00000037874	Metazoa_SRP	ENSG00000265093	RN7SL246P	100.00	1
ENSMMUG00000035471	U7	ENSG00000252469	RNU7-160P	100.00	1
ENSMMUG00000031463	PUS1	ENSG00000177192	PUS1	100.00	1
ENSMMUG00000013466	TTC39B	ENSG00000155158	TTC39B	100.00	1
ENSMMUG00000013379	RPL8	ENSG00000161016	RPL8	100.00	1
ENSMMUG00000026218	Y_RNA	ENSG00000251996	Y_RNA	0.00	0
ENSMMUG00000006248	WDR86	ENSG00000187260	WDR86	100.00	0
ENSMMUG00000059825	Metazoa_SRP				
ENSMMUG00000056427					
ENSMMUG00000051210					
ENSMMUG00000016669	ZNF385A	ENSG00000161642	ZNF385A	100.00	1
ENSMMUG00000055395	Y_RNA				
ENSMMUG00000016491	DPEP2	ENSG00000167261	DPEP2	100.00	1
ENSMMUG00000023001		ENSG00000274209	ANTXRL	0.19	0
ENSMMUG00000057463					
ENSMMUG00000059177		ENSG00000067057	PFKP	0.07	0
ENSMMUG00000000399	KIF2A	ENSG00000068796	KIF2A	100.00	1
ENSMMUG00000013588	PRELID2	ENSG00000186314	PRELID2	100.00	1
ENSMMUG00000006281	COPS5	ENSG00000121022	COPS5	100.00	1
ENSMMUG00000053371	Metazoa_SRP				
ENSMMUG00000038921	Metazoa_SRP	ENSG00000241866	RN7SL401P	100.00	1
ENSMMUG00000033778	RNU6ATAC	ENSG00000221676	RNU6ATAC	100.00	1
ENSMMUG00000043958					
ENSMMUG00000051028					
ENSMMUG00000044486	ATP1B2	ENSG00000129244	ATP1B2	100.00	1
ENSMMUG00000017005	BAG5	ENSG00000166170	BAG5	100.00	1
ENSMMUG00000017904	MAP1B	ENSG00000131711	MAP1B	100.00	1
ENSMMUG00000016776	CHM	ENSG00000188419	CHM	100.00	1
ENSMMUG00000019351	CXCR1	ENSG00000163464	CXCR1	100.00	1
ENSMMUG00000062940	Metazoa_SRP	ENSG00000265814	RN7SL376P	0.00	0
ENSMMUG00000062940	Metazoa_SRP	ENSG00000265740	RN7SL339P	0.00	0
ENSMMUG00000062714					
ENSMMUG00000052128					
ENSMMUG00000020898	CTIF	ENSG00000134030	CTIF	100.00	1
ENSMMUG00000011498	DOCK11	ENSG00000147251	DOCK11	100.00	1
ENSMMUG00000014102	ING5	ENSG00000168395	ING5	100.00	1
ENSMMUG00000061634	Metazoa_SRP				
ENSMMUG00000003574	POC1B	ENSG00000139323	POC1B	100.00	1
ENSMMUG00000013220	CYBB	ENSG00000165168	CYBB	100.00	1
ENSMMUG00000061545	Metazoa_SRP				
ENSMMUG00000033094	U6	ENSG00000252922	RNU6-365P	100.00	1
ENSMMUG00000009392	STAP1	ENSG00000035720	STAP1	100.00	1
ENSMMUG00000016294	SYCP2	ENSG00000196074	SYCP2	100.00	1
ENSMMUG00000007176	DYSF	ENSG00000135636	DYSF	100.00	1
ENSMMUG00000033074	SNORA35	ENSG00000208839	SNORA35	100.00	1
ENSMMUG00000043417					
ENSMMUG00000054310	KCNG3	ENSG00000171126	KCNG3	100.00	1
ENSMMUG00000021210	C20H16orf54	ENSG00000185905	C16orf54	100.00	1
ENSMMUG00000034741	U6				
ENSMMUG00000033488	mml-mir-874	ENSG00000216009	MIR874	100.00	1
ENSMMUG00000062628					
ENSMMUG00000000377	TNFRSF1A	ENSG00000067182	TNFRSF1A	100.00	1
ENSMMUG00000042124					
ENSMMUG00000011496	SBNO1	ENSG00000139697	SBNO1	100.00	1
ENSMMUG00000056931					
ENSMMUG00000024531	Y_RNA	ENSG00000200686	RNY3P3	100.00	1
ENSMMUG00000002316	PCMTD2	ENSG00000203880	PCMTD2	100.00	1
ENSMMUG00000049835	Y_RNA	ENSG00000200702	Y_RNA	100.00	1
ENSMMUG00000050703					
ENSMMUG00000062234	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000051990					
ENSMMUG00000054235					
ENSMMUG00000052199	IGFBPL1	ENSG00000137142	IGFBPL1	100.00	1
ENSMMUG00000007618	TMPRSS13	ENSG00000137747	TMPRSS13	100.00	1
ENSMMUG00000003748	VEGFC	ENSG00000150630	VEGFC	100.00	1
ENSMMUG00000033177	mml-mir-764				
ENSMMUG00000059480					
ENSMMUG00000011835	TRPC6	ENSG00000137672	TRPC6	100.00	1
ENSMMUG00000050929	GNAL	ENSG00000141404	GNAL	100.00	1
ENSMMUG00000060650					
ENSMMUG00000056477					
ENSMMUG00000062935					
ENSMMUG00000014159	WDR5	ENSG00000196363	WDR5	97.09	1
ENSMMUG00000016708	MFHAS1	ENSG00000147324	MFHAS1	100.00	1
ENSMMUG00000062840					
ENSMMUG00000057473					
ENSMMUG00000057777	PROP1	ENSG00000175325	PROP1	100.00	1
ENSMMUG00000062938					
ENSMMUG00000028891	NRBP2	ENSG00000185189	NRBP2	100.00	1
ENSMMUG00000017608	C16orf95	ENSG00000260456	C16orf95	100.00	1
ENSMMUG00000010455	FOLR1	ENSG00000110195	FOLR1	100.00	1
ENSMMUG00000009800	SGPL1	ENSG00000166224	SGPL1	100.00	1
ENSMMUG00000016245	ZNRF1	ENSG00000186187	ZNRF1	100.00	1
ENSMMUG00000011929	HNRNPA0				
ENSMMUG00000050516					
ENSMMUG00000008777	ASPH	ENSG00000198363	ASPH	100.00	1
ENSMMUG00000007102	NCAPD3	ENSG00000151503	NCAPD3	100.00	1
ENSMMUG00000064871					
ENSMMUG00000054907					
ENSMMUG00000062543	CA7	ENSG00000168748	CA7	100.00	1
ENSMMUG00000055598	Metazoa_SRP	ENSG00000273950	Metazoa_SRP	0.00	0
ENSMMUG00000015992	B4GAT1	ENSG00000174684	B4GAT1	100.00	1
ENSMMUG00000051879	CLIP3	ENSG00000105270	CLIP3	100.00	1
ENSMMUG00000062909	MIR1264	ENSG00000276158	MIR1264	100.00	1
ENSMMUG00000055593	GPR63	ENSG00000112218	GPR63	100.00	1
ENSMMUG00000053362	Metazoa_SRP				
ENSMMUG00000006249	CRYGN	ENSG00000127377	CRYGN	100.00	1
ENSMMUG00000053011					
ENSMMUG00000054887	U6	ENSG00000277029	RNU6-1192P	0.00	0
ENSMMUG00000054887	U6	ENSG00000277341	RNU6-489P	0.00	0
ENSMMUG00000040274	MAGEA4	ENSG00000147381	MAGEA4	100.00	1
ENSMMUG00000063284	Metazoa_SRP				
ENSMMUG00000060041					
ENSMMUG00000042221					
ENSMMUG00000064015					
ENSMMUG00000017224	CTNNBL1	ENSG00000132792	CTNNBL1	100.00	1
ENSMMUG00000063872					
ENSMMUG00000051500					
ENSMMUG00000050669					
ENSMMUG00000059635					
ENSMMUG00000033526	mml-mir-1298				
ENSMMUG00000042891	QPRT	ENSG00000103485	QPRT	100.00	1
ENSMMUG00000011163	MS4A12				
ENSMMUG00000051921					
ENSMMUG00000022109	CD163L1	ENSG00000177675	CD163L1	100.00	1
ENSMMUG00000062754					
ENSMMUG00000030683	POU4F1	ENSG00000152192	POU4F1	100.00	1
ENSMMUG00000060849	Metazoa_SRP				
ENSMMUG00000059237	Metazoa_SRP				
ENSMMUG00000023791	SCAF11	ENSG00000139218	SCAF11	100.00	1
ENSMMUG00000008639	TP53	ENSG00000141510	TP53	100.00	1
ENSMMUG00000042420	PNMA2	ENSG00000240694	PNMA2	100.00	1
ENSMMUG00000057334					
ENSMMUG00000013408	ZNF517	ENSG00000196456	ZNF775	0.00	0
ENSMMUG00000064891	Metazoa_SRP				
ENSMMUG00000060935					
ENSMMUG00000056111	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000017610					
ENSMMUG00000003909	FTL				
ENSMMUG00000040555	mml-mir-4803				
ENSMMUG00000059795					
ENSMMUG00000013057	ALDH1B1	ENSG00000137124	ALDH1B1	100.00	1
ENSMMUG00000034444	mml-mir-1911				
ENSMMUG00000050342					
ENSMMUG00000020595	NETO1	ENSG00000166342	NETO1	100.00	1
ENSMMUG00000006803	KLC1	ENSG00000126214	KLC1	100.00	1
ENSMMUG00000032544					
ENSMMUG00000033660		ENSG00000221300		100.00	1
ENSMMUG00000035758	SNORD97	ENSG00000238622	SNORD97	100.00	1
ENSMMUG00000064159					
ENSMMUG00000045714	FAM178B	ENSG00000168754	FAM178B	100.00	1
ENSMMUG00000003505	FUNDC1	ENSG00000069509	FUNDC1	100.00	1
ENSMMUG00000064412					
ENSMMUG00000053823					
ENSMMUG00000056723					
ENSMMUG00000015929					
ENSMMUG00000052496					
ENSMMUG00000010936	GABRE	ENSG00000102287	GABRE	100.00	1
ENSMMUG00000027945	U4	ENSG00000207309	RNU4-70P	100.00	1
ENSMMUG00000051985					
ENSMMUG00000038898	Metazoa_SRP	ENSG00000241959	RN7SL76P	100.00	1
ENSMMUG00000059518					
ENSMMUG00000014723	KPTN	ENSG00000118162	KPTN	100.00	1
ENSMMUG00000050853					
ENSMMUG00000063535	FBXO31	ENSG00000103264	FBXO31	100.00	1
ENSMMUG00000032745	mml-mir-448	ENSG00000199001	MIR448	100.00	1
ENSMMUG00000056824					
ENSMMUG00000010935	SLC6A19	ENSG00000174358	SLC6A19	100.00	1
ENSMMUG00000011697	OBI1	ENSG00000152193	OBI1	100.00	1
ENSMMUG00000061956	Metazoa_SRP				
ENSMMUG00000049184					
ENSMMUG00000064304					
ENSMMUG00000013053	SPACA6	ENSG00000182310	SPACA6	100.00	1
ENSMMUG00000016726	PDP2	ENSG00000172840	PDP2	100.00	1
ENSMMUG00000010956	SOCS1	ENSG00000185338	SOCS1	100.00	1
ENSMMUG00000063436					
ENSMMUG00000016278		ENSG00000115944	COX7A2L	100.00	1
ENSMMUG00000052380	Metazoa_SRP				
ENSMMUG00000050915	Metazoa_SRP	ENSG00000264592	RN7SL131P	0.00	0
ENSMMUG00000049550	Metazoa_SRP				
ENSMMUG00000012621	FHL5	ENSG00000112214	FHL5	100.00	1
ENSMMUG00000051076	RHEB	ENSG00000106615	RHEB	100.00	1
ENSMMUG00000064889					
ENSMMUG00000012718	DPYSL2	ENSG00000092964	DPYSL2	100.00	1
ENSMMUG00000016357	PKD2L2	ENSG00000078795	PKD2L2	100.00	0
ENSMMUG00000057743	DPEP2NB	ENSG00000263201	DPEP2NB	100.00	1
ENSMMUG00000015991	BRMS1	ENSG00000174744	BRMS1	100.00	1
ENSMMUG00000022224	IL13RA2	ENSG00000123496	IL13RA2	100.00	1
ENSMMUG00000007394	NEIL3	ENSG00000109674	NEIL3	100.00	1
ENSMMUG00000051757		ENSG00000171497	PPID	0.00	0
ENSMMUG00000059594	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000022601	CREB1	ENSG00000118260	CREB1	100.00	1
ENSMMUG00000016143	SPN	ENSG00000197471	SPN	98.91	1
ENSMMUG00000026804	U1	ENSG00000272020	RNU1-30P	100.00	1
ENSMMUG00000064686	Metazoa_SRP				
ENSMMUG00000062105					
ENSMMUG00000024754		ENSG00000201660		100.00	1
ENSMMUG00000052565	Metazoa_SRP				
ENSMMUG00000014880	SORL1	ENSG00000137642	SORL1	100.00	1
ENSMMUG00000022808	ARPC2	ENSG00000163466	ARPC2	100.00	0
ENSMMUG00000008023	MSMB	ENSG00000263639	MSMB	90.88	1
ENSMMUG00000011438	CTR9	ENSG00000198730	CTR9	100.00	1
ENSMMUG00000021484	NPC1	ENSG00000141458	NPC1	99.87	1
ENSMMUG00000038393	Metazoa_SRP	ENSG00000266439	RN7SL493P	100.00	1
ENSMMUG00000003118	ADCY7	ENSG00000121281	ADCY7	100.00	1
ENSMMUG00000013050	HAS1	ENSG00000105509	HAS1	100.00	1
ENSMMUG00000059078					
ENSMMUG00000059153					
ENSMMUG00000037689					
ENSMMUG00000020783	ANGPTL5	ENSG00000187151	ANGPTL5	100.00	1
ENSMMUG00000058938	CLDN23	ENSG00000253958	CLDN23	100.00	1
ENSMMUG00000053999					
ENSMMUG00000023378	ATP2B1	ENSG00000070961	ATP2B1	100.00	1
ENSMMUG00000026053	U6	ENSG00000202336	RNU6-359P	100.00	1
ENSMMUG00000001392	SLF1	ENSG00000133302	SLF1	100.00	1
ENSMMUG00000060983					
ENSMMUG00000012333	TBATA	ENSG00000166220	TBATA	100.00	1
ENSMMUG00000050343					
ENSMMUG00000001260	MS4A1	ENSG00000156738	MS4A1	100.00	1
ENSMMUG00000000750	RFFL	ENSG00000092871	RFFL	100.00	1
ENSMMUG00000014423	CSPP1	ENSG00000104218	CSPP1	100.00	1
ENSMMUG00000017905	MRPS27	ENSG00000113048	MRPS27	100.00	1
ENSMMUG00000065144					
ENSMMUG00000063393					
ENSMMUG00000016727	CDH16	ENSG00000166589	CDH16	100.00	1
ENSMMUG00000003915	RUVBL2	ENSG00000183207	RUVBL2	100.00	1
ENSMMUG00000064333					
ENSMMUG00000013221	DYNLT3				
ENSMMUG00000016842					
ENSMMUG00000010836	DDX28	ENSG00000182810	DDX28	100.00	1
ENSMMUG00000011474	XPNPEP2	ENSG00000122121	XPNPEP2	100.00	1
ENSMMUG00000053143		ENSG00000182484	WASH6P	95.27	1
ENSMMUG00000053143		ENSG00000181404	WASHC1	100.00	1
ENSMMUG00000053286	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000063462					
ENSMMUG00000060075					
ENSMMUG00000041115	U6	ENSG00000251831	RNU6-1114P	100.00	1
ENSMMUG00000052889	Metazoa_SRP				
ENSMMUG00000058267	GLTP	ENSG00000139433	GLTP	100.00	1
ENSMMUG00000012616	UFL1	ENSG00000014123	UFL1	100.00	1
ENSMMUG00000064822					
ENSMMUG00000022037	LDHD	ENSG00000166816	LDHD	100.00	1
ENSMMUG00000063948					
ENSMMUG00000011550	ZNF7	ENSG00000147789	ZNF7	100.00	1
ENSMMUG00000049466					
ENSMMUG00000012847	SLC41A3	ENSG00000114544	SLC41A3	100.00	1
ENSMMUG00000017607	N4BP3	ENSG00000145911	N4BP3	100.00	1
ENSMMUG00000064631					
ENSMMUG00000026244	Y_RNA	ENSG00000206808	Y_RNA	100.00	1
ENSMMUG00000055185					
ENSMMUG00000060469	Metazoa_SRP				
ENSMMUG00000054243					
ENSMMUG00000027020	mml-mir-361	ENSG00000199051	MIR361	100.00	1
ENSMMUG00000053150	Metazoa_SRP				
ENSMMUG00000055400	U6	ENSG00000251960	RNU6-559P	100.00	1
ENSMMUG00000063064	Metazoa_SRP				
ENSMMUG00000054625					
ENSMMUG00000052846	Metazoa_SRP				
ENSMMUG00000042383					
ENSMMUG00000000400	DIMT1	ENSG00000086189	DIMT1	100.00	1
ENSMMUG00000054121	Metazoa_SRP				
ENSMMUG00000017307	THUMPD3	ENSG00000134077	THUMPD3	100.00	1
ENSMMUG00000018548	D2HGDH	ENSG00000180902	D2HGDH	100.00	1
ENSMMUG00000013049	FPR1	ENSG00000171051	FPR1	100.00	1
ENSMMUG00000012658	GPATCH8	ENSG00000186566	GPATCH8	100.00	1
ENSMMUG00000053977					
ENSMMUG00000052909					
ENSMMUG00000021844	CD2BP2	ENSG00000169217	CD2BP2	100.00	1
ENSMMUG00000040196	Metazoa_SRP	ENSG00000263616	RN7SL178P	100.00	1
ENSMMUG00000021841	DUS2	ENSG00000167264	DUS2	100.00	1
ENSMMUG00000059977					
ENSMMUG00000011310	NLGN4X	ENSG00000146938	NLGN4X	100.00	1
ENSMMUG00000059628	Metazoa_SRP				
ENSMMUG00000018693	FLT4	ENSG00000037280	FLT4	100.00	1
ENSMMUG00000021976	MTCH1	ENSG00000137409	MTCH1	100.00	1
ENSMMUG00000049256	MIR3661	ENSG00000266751	MIR3661	100.00	1
ENSMMUG00000015653	MSN	ENSG00000147065	MSN	100.00	1
ENSMMUG00000043235	Metazoa_SRP				
ENSMMUG00000064217					
ENSMMUG00000010451	INPPL1	ENSG00000165458	INPPL1	100.00	1
ENSMMUG00000057657	MYLIP	ENSG00000007944	MYLIP	100.00	1
ENSMMUG00000049410	Metazoa_SRP				
ENSMMUG00000061274					
ENSMMUG00000051078					
ENSMMUG00000005913	ATF7IP2	ENSG00000166669	ATF7IP2	100.00	1
ENSMMUG00000024730	U6				
ENSMMUG00000053082	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000013098	AKR1B10	ENSG00000198074	AKR1B10	100.00	1
ENSMMUG00000057712	Metazoa_SRP				
ENSMMUG00000054718					
ENSMMUG00000061989	Metazoa_SRP				
ENSMMUG00000044729	TFAP4	ENSG00000090447	TFAP4	100.00	1
ENSMMUG00000052915					
ENSMMUG00000016277	EML4	ENSG00000143924	EML4	100.00	1
ENSMMUG00000059436	IL10RA	ENSG00000110324	IL10RA	100.00	1
ENSMMUG00000063023	U2				
ENSMMUG00000026011	Y_RNA	ENSG00000199567	Y_RNA	100.00	1
ENSMMUG00000006151	FPR2	ENSG00000171049	FPR2	100.00	1
ENSMMUG00000055965	Metazoa_SRP				
ENSMMUG00000050646	Metazoa_SRP				
ENSMMUG00000065104					
ENSMMUG00000052193					
ENSMMUG00000020784	CEP126	ENSG00000110318	CEP126	100.00	1
ENSMMUG00000015374	IRAG2	ENSG00000118308	IRAG2	100.00	1
ENSMMUG00000008128	FREM1	ENSG00000164946	FREM1	100.00	1
ENSMMUG00000052256					
ENSMMUG00000020798	LTBP4	ENSG00000090006	LTBP4	100.00	1
ENSMMUG00000002542	CSTF3	ENSG00000176102	CSTF3	100.00	1
ENSMMUG00000042181					
ENSMMUG00000032087	IAPP	ENSG00000121351	IAPP	100.00	1
ENSMMUG00000039256	GMEB2	ENSG00000101216	GMEB2	100.00	1
ENSMMUG00000063783		ENSG00000205076	LGALS7	100.00	1
ENSMMUG00000063783		ENSG00000178934	LGALS7B	100.00	1
ENSMMUG00000047166	GOT1L1	ENSG00000169154	GOT1L1	100.00	1
ENSMMUG00000063605	Metazoa_SRP				
ENSMMUG00000058277					
ENSMMUG00000048810	U7				
ENSMMUG00000024720	U8	ENSG00000200026	U8	100.00	1
ENSMMUG00000052553					
ENSMMUG00000057509	Metazoa_SRP	ENSG00000278226	Metazoa_SRP	0.00	0
ENSMMUG00000022087	PRAG1	ENSG00000275342	PRAG1	100.00	1
ENSMMUG00000017230	VSTM2L	ENSG00000132821	VSTM2L	100.00	1
ENSMMUG00000059458	Metazoa_SRP	ENSG00000263672	RN7SL750P	0.00	0
ENSMMUG00000059458	Metazoa_SRP	ENSG00000275287	Metazoa_SRP	0.00	0
ENSMMUG00000045722	Metazoa_SRP	ENSG00000242065	RN7SL291P	100.00	1
ENSMMUG00000002308	FPR3	ENSG00000187474	FPR3	100.00	1
ENSMMUG00000026756		ENSG00000277184	SNORA9	0.00	0
ENSMMUG00000034676	U4	ENSG00000202429	RNU4-48P	100.00	1
ENSMMUG00000019702	THAP8	ENSG00000161277	THAP8	100.00	1
ENSMMUG00000004822	MS4A5	ENSG00000166930	MS4A5	100.00	1
ENSMMUG00000014086	RGMB	ENSG00000174136	RGMB	100.00	1
ENSMMUG00000005041	SRCIN1	ENSG00000277363	SRCIN1	100.00	1
ENSMMUG00000059545	Metazoa_SRP				
ENSMMUG00000054643					
ENSMMUG00000064008	Metazoa_SRP				
ENSMMUG00000060888	Metazoa_SRP				
ENSMMUG00000053399	SMIM35	ENSG00000255274	SMIM35	100.00	1
ENSMMUG00000038771	OLFML1	ENSG00000183801	OLFML1	100.00	1
ENSMMUG00000051562	Metazoa_SRP				
ENSMMUG00000002131	AUP1	ENSG00000115307	AUP1	100.00	1
ENSMMUG00000045262					
ENSMMUG00000020580	RPGRIP1L	ENSG00000103494	RPGRIP1L	100.00	1
ENSMMUG00000061404	XKR7	ENSG00000260903	XKR7	100.00	1
ENSMMUG00000002309					
ENSMMUG00000046323					
ENSMMUG00000044558					
ENSMMUG00000022842	MSH6	ENSG00000116062	MSH6	100.00	1
ENSMMUG00000053373					
ENSMMUG00000015266	DUSP21	ENSG00000189037	DUSP21	100.00	1
ENSMMUG00000049269	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000020212	SCNN1A	ENSG00000111319	SCNN1A	100.00	1
ENSMMUG00000017139	SEC61A2	ENSG00000181192	DHTKD1	100.00	1
ENSMMUG00000018758	RMND5B	ENSG00000145916	RMND5B	100.00	1
ENSMMUG00000057369	Metazoa_SRP				
ENSMMUG00000065209					
ENSMMUG00000013131	SYTL5	ENSG00000147041	SYTL5	100.00	1
ENSMMUG00000016641	UBE2B	ENSG00000119048	UBE2B	100.00	1
ENSMMUG00000010417	CBLN2	ENSG00000141668	CBLN2	100.00	1
ENSMMUG00000050877	COX5B	ENSG00000135940	COX5B	100.00	1
ENSMMUG00000049035	PROC	ENSG00000115718	PROC	100.00	1
ENSMMUG00000008670	SHB	ENSG00000107338	SHB	100.00	1
ENSMMUG00000024002	U6	ENSG00000206786	RNU6-701P	100.00	1
ENSMMUG00000035145	U6	ENSG00000222122	RNU6-648P	100.00	1
ENSMMUG00000060638		ENSG00000205076	LGALS7	100.00	1
ENSMMUG00000060638		ENSG00000178934	LGALS7B	100.00	1
ENSMMUG00000010854	PYROXD1	ENSG00000121350	PYROXD1	100.00	1
ENSMMUG00000061311	Metazoa_SRP				
ENSMMUG00000002108	ODF1	ENSG00000155087	ODF1	100.00	1
ENSMMUG00000022067	IQSEC3	ENSG00000120645	IQSEC3	100.00	1
ENSMMUG00000046260	Metazoa_SRP	ENSG00000241413	RN7SL441P	100.00	1
ENSMMUG00000058512					
ENSMMUG00000056685	Metazoa_SRP				
ENSMMUG00000007529	RBM26	ENSG00000139746	RBM26	100.00	1
ENSMMUG00000060059					
ENSMMUG00000035742		ENSG00000252840		100.00	1
ENSMMUG00000059422					
ENSMMUG00000043364	Metazoa_SRP	ENSG00000272075	RN7SL828P	100.00	1
ENSMMUG00000058914	Metazoa_SRP				
ENSMMUG00000064329					
ENSMMUG00000017729	EP400	ENSG00000183495	EP400	100.00	1
ENSMMUG00000059001					
ENSMMUG00000051285	Metazoa_SRP				
ENSMMUG00000022602	METTL21A	ENSG00000144401	METTL21A	100.00	1
ENSMMUG00000016777	DACH2	ENSG00000126733	DACH2	100.00	1
ENSMMUG00000001397	MCTP1	ENSG00000175471	MCTP1	100.00	1
ENSMMUG00000055650					
ENSMMUG00000063474					
ENSMMUG00000065327					
ENSMMUG00000054867					
ENSMMUG00000005108	RCCD1	ENSG00000166965	RCCD1	100.00	1
ENSMMUG00000012089	MLPH	ENSG00000115648	MLPH	100.00	1
ENSMMUG00000009270	GUF1	ENSG00000151806	GUF1	100.00	1
ENSMMUG00000020213	LTBR	ENSG00000111321	LTBR	100.00	1
ENSMMUG00000017323	LRCH2	ENSG00000130224	LRCH2	100.00	1
ENSMMUG00000057893					
ENSMMUG00000027523	U6	ENSG00000206765	RNU6-203P	100.00	1
ENSMMUG00000003755	ITGA5	ENSG00000161638	ITGA5	100.00	1
ENSMMUG00000007620	TMPRSS4	ENSG00000137648	TMPRSS4	100.00	1
ENSMMUG00000059246	Y_RNA				
ENSMMUG00000050248	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
ENSMMUG00000036398					
ENSMMUG00000027757	U6				
ENSMMUG00000052074	CDC26	ENSG00000176386	CDC26	100.00	1
ENSMMUG00000009622	GPC3	ENSG00000147257	GPC3	100.00	1
ENSMMUG00000002310	ZNF577	ENSG00000161551	ZNF577	100.00	1
ENSMMUG00000036489	U7	ENSG00000251745	RNU7-124P	100.00	1
ENSMMUG00000031100		ENSG00000214787	MS4A4E	74.83	0
ENSMMUG00000015182	NCOA4	ENSG00000266412	NCOA4	100.00	1
ENSMMUG00000020695	SASH3	ENSG00000122122	SASH3	100.00	1
ENSMMUG00000007153	SYNJ2	ENSG00000078269	SYNJ2	100.00	1
ENSMMUG00000015100	ABO	ENSG00000175164	ABO	100.00	1
ENSMMUG00000037181	SNORA84	ENSG00000239183	SNORA84	100.00	1
ENSMMUG00000031562					
ENSMMUG00000057688	Metazoa_SRP				
ENSMMUG00000028859		ENSG00000171936	OR10H3	0.00	0
ENSMMUG00000028859		ENSG00000176231	OR10H4	0.00	0
ENSMMUG00000047381	DCAF10	ENSG00000122741	DCAF10	100.00	1
ENSMMUG00000064669					
ENSMMUG00000019704	WDR62	ENSG00000075702	WDR62	100.00	1
ENSMMUG00000023112	ADRA1A	ENSG00000120907	ADRA1A	100.00	1
ENSMMUG00000009732	ACTR1B	ENSG00000115073	ACTR1B	100.00	1
ENSMMUG00000028766	LGALS4	ENSG00000171747	LGALS4	100.00	1
ENSMMUG00000021977	PI16	ENSG00000164530	PI16	100.00	1
ENSMMUG00000062198	TMEM204	ENSG00000131634	TMEM204	100.00	1
ENSMMUG00000012330	ADAMTS14	ENSG00000138316	ADAMTS14	100.00	1
ENSMMUG00000053706	U3				
ENSMMUG00000017685	HSD17B4	ENSG00000133835	HSD17B4	99.90	1
ENSMMUG00000026877	mml-mir-224	ENSG00000284363	MIR224	100.00	1
ENSMMUG00000055648					
ENSMMUG00000033233	U6	ENSG00000212407	RNU6-663P	100.00	1
ENSMMUG00000055034	ARX	ENSG00000004848	ARX	100.00	1
ENSMMUG00000010943	PRKAG2	ENSG00000106617	PRKAG2	100.00	1
ENSMMUG00000027918	U6	ENSG00000206613	RNU6-1336P	100.00	1
ENSMMUG00000003394	CFAP300	ENSG00000137691	CFAP300	100.00	1
ENSMMUG00000054196	TRIM16	ENSG00000221926	TRIM16	100.00	1
ENSMMUG00000011587	ZFP1	ENSG00000184517	ZFP1	100.00	1
ENSMMUG00000054769	Metazoa_SRP				
ENSMMUG00000015987	RIN1	ENSG00000174791	RIN1	100.00	1
ENSMMUG00000063097					
ENSMMUG00000049310	GRXCR2	ENSG00000204928	GRXCR2	100.00	1
ENSMMUG00000011197	SLC31A1	ENSG00000136868	SLC31A1	100.00	1
ENSMMUG00000056933					
ENSMMUG00000050068					
ENSMMUG00000026646	5S_rRNA	ENSG00000199953	RNA5SP443	0.00	0
ENSMMUG00000064109					
ENSMMUG00000004267	SYT9	ENSG00000170743	SYT9	100.00	1
ENSMMUG00000052842	SLC25A51	ENSG00000122696	SLC25A51	100.00	1
ENSMMUG00000056210	Metazoa_SRP				
ENSMMUG00000011852	BMPR1A	ENSG00000107779	BMPR1A	100.00	1
ENSMMUG00000063093					
ENSMMUG00000027084	MIR452	ENSG00000283751	MIR452	100.00	1
ENSMMUG00000026482	U6	ENSG00000201176	RNU6-853P	100.00	1
ENSMMUG00000057207	Metazoa_SRP				
ENSMMUG00000046560	TMEM167A	ENSG00000174695	TMEM167A	100.00	1
ENSMMUG00000016407	MASTL	ENSG00000120539	MASTL	100.00	1
ENSMMUG00000061091	SNORD115	ENSG00000201943	SNORD115-10	100.00	1
